Soil Type,Temperature,Rainfall,Suitable Crop Pairs
Tropical,26.18,1861.69,Rice + Beans (Aquaponics)
Tropical,31.36,1214.27,Banana + Papaya
Tropical,26.17,1936.79,Banana + Papaya
Tropical,34.95,1605.98,Banana + Papaya
Tropical,27.84,1217.38,Cassava + Legumes
Tropical,32.98,1649.61,Cassava + Legumes
Tropical,31.91,1493,Cassava + Legumes
Tropical,27.96,1065.52,Banana + Papaya
Tropical,27.25,1224.62,Banana + Papaya
Tropical,27.63,1998.36,Cassava + Legumes
Tropical,29.2,1237.01,Sugarcane + Legumes
Tropical,26.51,1676.76,Cassava + Legumes
Tropical,30.02,1155.49,Sugarcane + Legumes
Tropical,29.85,1972.14,Sugarcane + Legumes
Tropical,33.81,1630.52,Banana + Papaya
Tropical,26.01,1189,Cassava + Legumes
Tropical,25.88,1214.51,Rice + Beans (Aquaponics)
Tropical,26.73,1602.64,Cassava + Legumes
Tropical,29.33,1289.48,Sugarcane + Legumes
Tropical,27.17,1662.91,Sugarcane + Legumes
Tropical,25.83,893.37,Rice + Beans (Aquaponics)
Tropical,33.08,1278.49,Sugarcane + Legumes
Tropical,26.62,1892.73,Rice + Beans (Aquaponics)
Tropical,28.71,1050.4,Sugarcane + Legumes
Tropical,30.36,1582.33,Rice + Beans (Aquaponics)
Tropical,28.98,1855.32,Banana + Papaya
Tropical,34.57,1846.9,Sugarcane + Legumes
Tropical,32,1818.12,Banana + Papaya
Tropical,27.88,1897.39,Rice + Beans (Aquaponics)
Tropical,33.15,1017.04,Banana + Papaya
Tropical,32.64,1807.37,Rice + Beans (Aquaponics)
Tropical,28.38,1937.55,Cassava + Legumes
Tropical,32.76,1710.71,Sugarcane + Legumes
Tropical,27.08,1736.58,Cassava + Legumes
Tropical,34.98,1969.14,Rice + Beans (Aquaponics)
Tropical,34.96,1055.38,Sugarcane + Legumes
Tropical,29.88,1099.13,Banana + Papaya
Tropical,28.4,1062.6,Sugarcane + Legumes
Tropical,33.66,1351.69,Rice + Beans (Aquaponics)
Tropical,31.35,1751.84,Sugarcane + Legumes
Tropical,26.53,1884.39,Rice + Beans (Aquaponics)
Tropical,26.1,1039.63,Sugarcane + Legumes
Tropical,29.32,1634.45,Sugarcane + Legumes
Tropical,27.76,1948.63,Cassava + Legumes
Tropical,34.02,848.18,Cassava + Legumes
Tropical,33.05,1743.5,Sugarcane + Legumes
Tropical,25.52,1343.92,Rice + Beans (Aquaponics)
Tropical,25.73,1096.99,Sugarcane + Legumes
Tropical,32.16,1260.02,Sugarcane + Legumes
Tropical,27.06,1934.33,Banana + Papaya
Tropical,31.93,1992.95,Banana + Papaya
Tropical,28.17,1058.38,Banana + Papaya
Tropical,33.86,1133.98,Sugarcane + Legumes
Tropical,29.56,1890.82,Banana + Papaya
Tropical,26.48,921.48,Cassava + Legumes
Tropical,28.9,815.57,Rice + Beans (Aquaponics)
Tropical,29.09,1754.16,Banana + Papaya
Tropical,29.08,1784.93,Rice + Beans (Aquaponics)
Tropical,33.37,824.72,Sugarcane + Legumes
Tropical,29.33,1166.22,Cassava + Legumes
Tropical,33.82,1209.84,Banana + Papaya
Tropical,25.5,1816.72,Cassava + Legumes
Tropical,29.88,876.25,Cassava + Legumes
Tropical,28.71,1561.25,Banana + Papaya
Tropical,29.27,1119.46,Rice + Beans (Aquaponics)
Tropical,27.23,1942.89,Sugarcane + Legumes
Tropical,27.61,1763.97,Cassava + Legumes
Tropical,30.5,821.65,Rice + Beans (Aquaponics)
Tropical,26.62,983.65,Sugarcane + Legumes
Tropical,28.5,1804.64,Sugarcane + Legumes
Tropical,28.01,894.77,Cassava + Legumes
Tropical,32.78,1086.83,Sugarcane + Legumes
Tropical,34.64,1356.42,Banana + Papaya
Tropical,29.73,1816.65,Banana + Papaya
Tropical,25.72,1662.63,Rice + Beans (Aquaponics)
Tropical,34.48,806.04,Banana + Papaya
Tropical,29.71,1609.29,Banana + Papaya
Tropical,33.59,1163.6,Sugarcane + Legumes
Tropical,34.7,1040.38,Cassava + Legumes
Tropical,31.92,931.67,Banana + Papaya
Tropical,26.86,829.44,Cassava + Legumes
Tropical,27.84,1115.17,Sugarcane + Legumes
Tropical,31.73,1607.93,Banana + Papaya
Tropical,27.15,1345.75,Cassava + Legumes
Tropical,33.39,937.95,Sugarcane + Legumes
Tropical,27.72,1528.58,Cassava + Legumes
Tropical,29.88,1142.82,Banana + Papaya
Tropical,30.17,1278.79,Rice + Beans (Aquaponics)
Tropical,34.08,1777.49,Sugarcane + Legumes
Tropical,34.67,1478.8,Sugarcane + Legumes
Tropical,25.58,1017.19,Sugarcane + Legumes
Tropical,27.91,1743.7,Banana + Papaya
Tropical,26.53,951.92,Rice + Beans (Aquaponics)
Tropical,27.52,1211.67,Rice + Beans (Aquaponics)
Tropical,31.1,1689.95,Banana + Papaya
Tropical,32.53,1965.68,Sugarcane + Legumes
Tropical,29.38,1396.08,Cassava + Legumes
Tropical,33.29,1984.11,Sugarcane + Legumes
Tropical,34.75,1751.34,Banana + Papaya
Tropical,28.14,1506.34,Sugarcane + Legumes
Tropical,27.03,1610.79,Sugarcane + Legumes
Tropical,30.97,976.47,Rice + Beans (Aquaponics)
Tropical,25.94,1089.42,Rice + Beans (Aquaponics)
Tropical,33.62,1287.9,Cassava + Legumes
Tropical,30.91,1565.64,Cassava + Legumes
Tropical,28.17,1523.9,Banana + Papaya
Tropical,34.62,938.13,Banana + Papaya
Tropical,29.25,979.72,Rice + Beans (Aquaponics)
Tropical,31.82,1066.64,Rice + Beans (Aquaponics)
Tropical,30.68,949.17,Sugarcane + Legumes
Tropical,29.66,1285.6,Banana + Papaya
Tropical,33.03,1286.98,Banana + Papaya
Tropical,27.97,1228.25,Rice + Beans (Aquaponics)
Tropical,27.3,1618.78,Banana + Papaya
Tropical,30.83,897.65,Cassava + Legumes
Tropical,32.74,902.48,Banana + Papaya
Tropical,33.84,960.2,Sugarcane + Legumes
Tropical,26.84,993.57,Cassava + Legumes
Tropical,27.64,1876.52,Cassava + Legumes
Tropical,34.2,1684.91,Sugarcane + Legumes
Tropical,27.74,1848.16,Cassava + Legumes
Tropical,29.23,1208.1,Sugarcane + Legumes
Tropical,28.63,1035.37,Rice + Beans (Aquaponics)
Tropical,30.46,1972.93,Rice + Beans (Aquaponics)
Tropical,30.37,1183.61,Rice + Beans (Aquaponics)
Tropical,34.12,1315.69,Cassava + Legumes
Tropical,31.34,1117.06,Cassava + Legumes
Tropical,25.54,1377.4,Cassava + Legumes
Tropical,29.37,1243.31,Cassava + Legumes
Tropical,28.28,1773.08,Sugarcane + Legumes
Tropical,30.32,1295.73,Banana + Papaya
Tropical,28.46,1224.33,Rice + Beans (Aquaponics)
Tropical,33.44,1252.78,Cassava + Legumes
Tropical,27.77,1653.69,Banana + Papaya
Tropical,29.45,1136.22,Cassava + Legumes
Tropical,33.99,1419.26,Rice + Beans (Aquaponics)
Tropical,34.09,1293.32,Rice + Beans (Aquaponics)
Tropical,30.23,1417.51,Banana + Papaya
Tropical,26.06,1210.46,Cassava + Legumes
Tropical,27.53,1683.9,Banana + Papaya
Tropical,25.95,807.18,Sugarcane + Legumes
Tropical,34.99,898.95,Cassava + Legumes
Tropical,25.87,1167.85,Cassava + Legumes
Tropical,27.46,1871.51,Banana + Papaya
Tropical,29.68,1656.61,Cassava + Legumes
Tropical,30.53,1103.06,Sugarcane + Legumes
Tropical,26.82,1919.93,Banana + Papaya
Tropical,29.93,1630.46,Cassava + Legumes
Tropical,28.71,1572.78,Cassava + Legumes
Tropical,31.54,1746.14,Sugarcane + Legumes
Tropical,29.94,1336.68,Banana + Papaya
Tropical,32.33,1545.28,Cassava + Legumes
Tropical,31.84,899.6,Sugarcane + Legumes
Tropical,25.68,961.23,Rice + Beans (Aquaponics)
Tropical,34.54,1520.85,Sugarcane + Legumes
Tropical,32.22,910.72,Sugarcane + Legumes
Tropical,29.78,1310.73,Cassava + Legumes
Tropical,32.17,850.87,Rice + Beans (Aquaponics)
Tropical,27.38,1820.32,Cassava + Legumes
Tropical,26.02,1766.18,Rice + Beans (Aquaponics)
Tropical,29.03,864.49,Banana + Papaya
Tropical,28.85,1864.86,Sugarcane + Legumes
Tropical,27.13,1899.87,Banana + Papaya
Tropical,26.04,1568.46,Sugarcane + Legumes
Tropical,26.93,1462.55,Banana + Papaya
Tropical,28.57,1706.2,Cassava + Legumes
Tropical,25.83,1126.16,Cassava + Legumes
Tropical,28.62,1559.06,Banana + Papaya
Tropical,28.44,1232.77,Sugarcane + Legumes
Tropical,33.53,1212.58,Banana + Papaya
Tropical,34.33,1093.33,Sugarcane + Legumes
Tropical,25.39,1461.48,Cassava + Legumes
Tropical,27.79,1246.27,Banana + Papaya
Tropical,26.25,888.9,Sugarcane + Legumes
Tropical,32.79,1601.82,Sugarcane + Legumes
Tropical,26.6,1730.69,Banana + Papaya
Tropical,31.82,1394.61,Banana + Papaya
Tropical,26.63,1248.95,Banana + Papaya
Tropical,25.47,1709.1,Banana + Papaya
Tropical,27.39,1866.52,Banana + Papaya
Tropical,31.49,1735.06,Banana + Papaya
Tropical,32.99,1959.34,Banana + Papaya
Tropical,26.6,926.97,Rice + Beans (Aquaponics)
Tropical,32.5,1820.77,Rice + Beans (Aquaponics)
Tropical,27.12,1892.99,Sugarcane + Legumes
Tropical,28.47,1275.59,Cassava + Legumes
Tropical,33.68,899.75,Cassava + Legumes
Tropical,26.6,883.7,Banana + Papaya
Tropical,32.73,1708.5,Banana + Papaya
Tropical,25.91,1117.22,Cassava + Legumes
Tropical,32.33,1997.59,Banana + Papaya
Tropical,27.44,1470.73,Cassava + Legumes
Tropical,26.91,1063.02,Cassava + Legumes
Tropical,29.95,1988.1,Rice + Beans (Aquaponics)
Tropical,31.74,1069.68,Sugarcane + Legumes
Tropical,25.51,1033.17,Cassava + Legumes
Tropical,25.96,1944.83,Cassava + Legumes
Tropical,27.39,1862.31,Rice + Beans (Aquaponics)
Tropical,30.93,1950.99,Banana + Papaya
Tropical,31.42,1099.2,Banana + Papaya
Tropical,27.71,1196.53,Sugarcane + Legumes
Tropical,32.3,1434.6,Cassava + Legumes
Tropical,29.09,1745.48,Cassava + Legumes
Tropical,31.58,1568.75,Rice + Beans (Aquaponics)
Tropical,33.3,1198.39,Sugarcane + Legumes
Tropical,27.34,1964.73,Banana + Papaya
Tropical,31.18,878.25,Sugarcane + Legumes
Tropical,28.02,1497.1,Sugarcane + Legumes
Tropical,28.34,1781.34,Sugarcane + Legumes
Tropical,33.49,1305.41,Rice + Beans (Aquaponics)
Tropical,29.65,825.9,Banana + Papaya
Tropical,29.87,1993.21,Rice + Beans (Aquaponics)
Tropical,26.85,1737.63,Rice + Beans (Aquaponics)
Tropical,31.92,1546.72,Rice + Beans (Aquaponics)
Tropical,33.43,1788.4,Banana + Papaya
Tropical,28.18,1276.58,Rice + Beans (Aquaponics)
Tropical,30.44,1750.88,Banana + Papaya
Tropical,33.79,1398.61,Rice + Beans (Aquaponics)
Tropical,34.98,1018.09,Cassava + Legumes
Tropical,33.41,1075.23,Sugarcane + Legumes
Tropical,26.3,1535.35,Sugarcane + Legumes
Tropical,30.08,1660.62,Cassava + Legumes
Tropical,29.96,1088.57,Cassava + Legumes
Tropical,27.46,1030.9,Rice + Beans (Aquaponics)
Tropical,32.15,1111.78,Banana + Papaya
Tropical,28.52,1302.48,Cassava + Legumes
Tropical,32.61,1121.73,Rice + Beans (Aquaponics)
Tropical,33.49,1025.22,Cassava + Legumes
Tropical,31.06,1648.11,Sugarcane + Legumes
Tropical,34.23,1371.3,Sugarcane + Legumes
Tropical,26.47,1238.01,Rice + Beans (Aquaponics)
Tropical,34.98,972.43,Banana + Papaya
Tropical,27.79,1547.5,Banana + Papaya
Tropical,32.54,1083.63,Rice + Beans (Aquaponics)
Tropical,34.09,1006.76,Rice + Beans (Aquaponics)
Tropical,33.96,1646.24,Banana + Papaya
Tropical,31.69,1249.3,Cassava + Legumes
Tropical,32.84,891.38,Rice + Beans (Aquaponics)
Tropical,31.59,1213.15,Rice + Beans (Aquaponics)
Tropical,33.67,1718.15,Sugarcane + Legumes
Tropical,29.21,1180.82,Cassava + Legumes
Tropical,30.18,865.97,Cassava + Legumes
Tropical,25.2,1301.31,Rice + Beans (Aquaponics)
Tropical,31.89,1486.12,Cassava + Legumes
Tropical,25.69,1391.29,Rice + Beans (Aquaponics)
Tropical,31.61,1161.98,Rice + Beans (Aquaponics)
Tropical,30.55,1400.85,Rice + Beans (Aquaponics)
Tropical,27.97,811.86,Sugarcane + Legumes
Tropical,30.5,1709.29,Sugarcane + Legumes
Tropical,28.87,1445.58,Banana + Papaya
Tropical,34.22,1029.49,Banana + Papaya
Tropical,28,1683.42,Banana + Papaya
Tropical,30.75,1261.11,Banana + Papaya
Tropical,26.61,996.81,Rice + Beans (Aquaponics)
Tropical,33.35,1857.42,Banana + Papaya
Tropical,31.72,909.28,Rice + Beans (Aquaponics)
Tropical,28.94,1703.02,Banana + Papaya
Tropical,31.1,1899.82,Cassava + Legumes
Tropical,26.33,1969.78,Cassava + Legumes
Tropical,28.69,946.89,Cassava + Legumes
Tropical,32.6,813.38,Sugarcane + Legumes
Tropical,28.77,1294.21,Cassava + Legumes
Tropical,28.5,1980.94,Sugarcane + Legumes
Tropical,28.38,1645.31,Cassava + Legumes
Tropical,30.55,824.6,Rice + Beans (Aquaponics)
Tropical,27.21,1863.11,Sugarcane + Legumes
Tropical,28.9,1157.61,Rice + Beans (Aquaponics)
Tropical,25.2,1322.32,Banana + Papaya
Tropical,29.62,1139.92,Cassava + Legumes
Tropical,26.71,1989.51,Cassava + Legumes
Tropical,30.89,1616.92,Cassava + Legumes
Tropical,28.14,1625.28,Rice + Beans (Aquaponics)
Tropical,33.73,1311.78,Banana + Papaya
Tropical,34.38,1139.71,Rice + Beans (Aquaponics)
Tropical,28.09,1889.29,Banana + Papaya
Tropical,34.18,1178.43,Cassava + Legumes
Tropical,28.56,1811.12,Sugarcane + Legumes
Tropical,30.2,1832.86,Rice + Beans (Aquaponics)
Tropical,29.42,942.42,Cassava + Legumes
Tropical,28.31,1671.77,Sugarcane + Legumes
Tropical,26.07,1069.63,Cassava + Legumes
Tropical,29.19,1471.1,Cassava + Legumes
Tropical,29.94,1175.05,Banana + Papaya
Tropical,27.21,1232.07,Banana + Papaya
Tropical,31.56,977.16,Banana + Papaya
Tropical,25.96,887.75,Sugarcane + Legumes
Tropical,33.09,1021.86,Sugarcane + Legumes
Tropical,26.61,875.32,Sugarcane + Legumes
Tropical,25.88,1777.4,Cassava + Legumes
Tropical,32.55,878.37,Banana + Papaya
Tropical,33.03,1049.03,Sugarcane + Legumes
Tropical,30.36,1050.17,Rice + Beans (Aquaponics)
Tropical,26.12,1725.37,Cassava + Legumes
Tropical,34.96,1046.98,Banana + Papaya
Tropical,25.39,1474.76,Sugarcane + Legumes
Tropical,31.3,1788.15,Rice + Beans (Aquaponics)
Tropical,31.19,1200.14,Cassava + Legumes
Tropical,32.79,992.77,Sugarcane + Legumes
Tropical,27.46,1573.02,Banana + Papaya
Tropical,26.36,1049.59,Sugarcane + Legumes
Tropical,33.82,1405.08,Sugarcane + Legumes
Tropical,34.68,1053.91,Sugarcane + Legumes
Tropical,29.74,1009.95,Rice + Beans (Aquaponics)
Tropical,34.87,891.43,Cassava + Legumes
Tropical,34.59,1499.55,Rice + Beans (Aquaponics)
Tropical,30.75,1847.06,Cassava + Legumes
Tropical,32.23,1052.37,Cassava + Legumes
Tropical,33.64,969.86,Banana + Papaya
Tropical,27.67,1848.79,Rice + Beans (Aquaponics)
Tropical,32.15,1007.48,Rice + Beans (Aquaponics)
Tropical,26.5,912.17,Sugarcane + Legumes
Tropical,33.29,1325.11,Banana + Papaya
Tropical,30.64,1701.65,Rice + Beans (Aquaponics)
Tropical,25,1499.66,Rice + Beans (Aquaponics)
Tropical,33.42,945.53,Rice + Beans (Aquaponics)
Tropical,30.09,1691.27,Sugarcane + Legumes
Tropical,28.48,1601.47,Rice + Beans (Aquaponics)
Tropical,30.61,958.22,Rice + Beans (Aquaponics)
Tropical,34.17,1450.52,Cassava + Legumes
Tropical,34.35,1408.75,Sugarcane + Legumes
Tropical,28.9,819.53,Cassava + Legumes
Tropical,30.73,1292.95,Sugarcane + Legumes
Tropical,27.1,1995.9,Banana + Papaya
Tropical,29.64,851.01,Cassava + Legumes
Tropical,33,1782.57,Cassava + Legumes
Tropical,32.92,1051.88,Cassava + Legumes
Tropical,34.04,882.07,Banana + Papaya
Tropical,32.35,1968.88,Cassava + Legumes
Tropical,31.83,1262.82,Banana + Papaya
Tropical,33.17,1996.84,Rice + Beans (Aquaponics)
Tropical,30.1,1802.07,Cassava + Legumes
Tropical,29.22,1189.85,Cassava + Legumes
Tropical,32.85,1030.87,Rice + Beans (Aquaponics)
Tropical,30.13,1819.4,Rice + Beans (Aquaponics)
Tropical,31.71,1238.2,Banana + Papaya
Tropical,34.15,1065.4,Banana + Papaya
Tropical,33.7,1440.7,Cassava + Legumes
Tropical,25.39,885.14,Rice + Beans (Aquaponics)
Tropical,30.48,1872.77,Sugarcane + Legumes
Tropical,33.62,950.96,Banana + Papaya
Tropical,28.82,931.3,Sugarcane + Legumes
Tropical,25.29,1787.04,Sugarcane + Legumes
Tropical,30.3,1667.98,Cassava + Legumes
Tropical,31.5,1408.76,Rice + Beans (Aquaponics)
Tropical,26.8,1649.12,Banana + Papaya
Tropical,34.55,1321.62,Cassava + Legumes
Tropical,31.51,1764.41,Cassava + Legumes
Tropical,28.66,1075.39,Sugarcane + Legumes
Tropical,26.95,1089.13,Rice + Beans (Aquaponics)
Tropical,34.15,1496.55,Cassava + Legumes
Tropical,32.03,1456.02,Rice + Beans (Aquaponics)
Tropical,31.71,1353.77,Sugarcane + Legumes
Tropical,29.19,1553.54,Banana + Papaya
Tropical,29.47,1375.79,Rice + Beans (Aquaponics)
Tropical,27.36,1238.28,Sugarcane + Legumes
Tropical,27.35,1207.43,Sugarcane + Legumes
Tropical,31.18,1951.81,Banana + Papaya
Tropical,29.18,1206.02,Rice + Beans (Aquaponics)
Tropical,31.59,859.34,Cassava + Legumes
Tropical,26.56,1977.81,Rice + Beans (Aquaponics)
Tropical,29.84,1352.38,Banana + Papaya
Tropical,31.89,1882.08,Sugarcane + Legumes
Tropical,25.16,1602.05,Banana + Papaya
Tropical,25.11,1106.13,Rice + Beans (Aquaponics)
Tropical,27.91,876.2,Sugarcane + Legumes
Tropical,28.16,1559.7,Rice + Beans (Aquaponics)
Tropical,31,850.36,Sugarcane + Legumes
Tropical,26.33,1037,Cassava + Legumes
Tropical,27.15,980.87,Cassava + Legumes
Tropical,33.74,1161.29,Cassava + Legumes
Tropical,34.55,1731.25,Banana + Papaya
Tropical,34.6,1707.18,Banana + Papaya
Tropical,32.48,1907.72,Sugarcane + Legumes
Tropical,25.27,1306.95,Sugarcane + Legumes
Tropical,29.65,1453.82,Sugarcane + Legumes
Tropical,32.43,1588.03,Rice + Beans (Aquaponics)
Tropical,26.47,1181.23,Rice + Beans (Aquaponics)
Tropical,32.97,1542.32,Sugarcane + Legumes
Tropical,28.39,1571.54,Cassava + Legumes
Tropical,32.76,1673.51,Cassava + Legumes
Tropical,26.54,1617.9,Rice + Beans (Aquaponics)
Tropical,28.58,1516.74,Rice + Beans (Aquaponics)
Tropical,30.35,1892.84,Cassava + Legumes
Tropical,30.63,835.53,Sugarcane + Legumes
Tropical,33.43,1751.28,Banana + Papaya
Tropical,28,1271.67,Cassava + Legumes
Tropical,26.92,1799.89,Cassava + Legumes
Tropical,27.71,1205.42,Rice + Beans (Aquaponics)
Tropical,25.78,1122.69,Rice + Beans (Aquaponics)
Tropical,34.28,963.27,Rice + Beans (Aquaponics)
Tropical,26.14,1311.45,Rice + Beans (Aquaponics)
Tropical,25.95,909.77,Sugarcane + Legumes
Tropical,27.69,930,Banana + Papaya
Tropical,31.66,1513.81,Cassava + Legumes
Tropical,32.14,1497.36,Rice + Beans (Aquaponics)
Tropical,26.08,1633.3,Sugarcane + Legumes
Tropical,28.04,1958.23,Sugarcane + Legumes
Tropical,32.69,1129.17,Rice + Beans (Aquaponics)
Tropical,29.51,1345.4,Cassava + Legumes
Tropical,29.14,1186.58,Rice + Beans (Aquaponics)
Tropical,28.3,1584.74,Banana + Papaya
Tropical,31.41,1714.51,Rice + Beans (Aquaponics)
Tropical,25.37,1286.84,Banana + Papaya
Tropical,25.11,989.42,Sugarcane + Legumes
Tropical,25.43,943.98,Cassava + Legumes
Tropical,29.45,1403.64,Sugarcane + Legumes
Tropical,32.5,1514.29,Sugarcane + Legumes
Tropical,31.29,1949.35,Sugarcane + Legumes
Tropical,26.14,1799.56,Banana + Papaya
Tropical,31.85,1049.83,Sugarcane + Legumes
Tropical,31.43,1495.84,Rice + Beans (Aquaponics)
Tropical,25.34,1759.52,Banana + Papaya
Tropical,26.46,1959.19,Sugarcane + Legumes
Temperate,15.33,606.94,Barley + Peas
Temperate,12.16,783.92,Barley + Peas
Temperate,14.57,845.43,Apple + Clover
Temperate,12.82,949.55,Rye + Vetch
Temperate,10.45,1086.7,Rye + Vetch
Temperate,7.08,775.39,Apple + Clover
Temperate,23.39,707.77,Rye + Vetch
Temperate,14.27,1142.05,Broccoli + Spinach
Temperate,16.8,502.58,Barley + Peas
Temperate,15.4,978.55,Apple + Clover
Temperate,8.26,1112.75,Barley + Peas
Temperate,17.57,1112.15,Broccoli + Spinach
Temperate,15.42,803.3,Rye + Vetch
Temperate,8.89,857.01,Broccoli + Spinach
Temperate,5.94,589.99,Barley + Peas
Temperate,19.51,646.75,Apple + Clover
Temperate,16.36,1151.33,Broccoli + Spinach
Temperate,8.62,650.45,Broccoli + Spinach
Temperate,8.28,1145.45,Rye + Vetch
Temperate,13.29,694.52,Broccoli + Spinach
Temperate,5.57,550.45,Barley + Peas
Temperate,13.84,587.96,Broccoli + Spinach
Temperate,23.95,1078.07,Rye + Vetch
Temperate,17.55,1133.25,Broccoli + Spinach
Temperate,13.16,910.33,Barley + Peas
Temperate,7.19,847.57,Barley + Peas
Temperate,17.3,562.56,Rye + Vetch
Temperate,12.13,826.87,Barley + Peas
Temperate,6.91,1056.11,Barley + Peas
Temperate,23.93,719.67,Broccoli + Spinach
Temperate,21.44,881.72,Broccoli + Spinach
Temperate,12.76,620.62,Broccoli + Spinach
Temperate,6.18,986.74,Apple + Clover
Temperate,20.05,573.29,Rye + Vetch
Temperate,5.41,731.91,Barley + Peas
Temperate,5.46,1009.97,Broccoli + Spinach
Temperate,6.9,784.54,Rye + Vetch
Temperate,22.43,934.99,Broccoli + Spinach
Temperate,23.7,1030.22,Barley + Peas
Temperate,21.42,648.04,Rye + Vetch
Temperate,23.59,703.5,Barley + Peas
Temperate,23.17,731.85,Barley + Peas
Temperate,8.28,1075.13,Rye + Vetch
Temperate,12.5,1070.06,Broccoli + Spinach
Temperate,12.88,941.14,Broccoli + Spinach
Temperate,20.3,1076.57,Broccoli + Spinach
Temperate,18.81,999.16,Rye + Vetch
Temperate,20.17,614.78,Rye + Vetch
Temperate,8.03,570.2,Apple + Clover
Temperate,9.78,819.69,Rye + Vetch
Temperate,18.69,924.76,Rye + Vetch
Temperate,12.41,717.06,Barley + Peas
Temperate,23.57,743,Barley + Peas
Temperate,9.79,1103.68,Broccoli + Spinach
Temperate,7.86,930.69,Barley + Peas
Temperate,12.81,548.71,Broccoli + Spinach
Temperate,15.43,931.67,Rye + Vetch
Temperate,18.17,901.23,Apple + Clover
Temperate,6.06,1127.28,Broccoli + Spinach
Temperate,13.61,572.5,Rye + Vetch
Temperate,6.94,625.49,Apple + Clover
Temperate,22.14,701.9,Rye + Vetch
Temperate,6.47,1020.31,Barley + Peas
Temperate,18.49,561.23,Rye + Vetch
Temperate,9.89,1118.73,Apple + Clover
Temperate,20.49,876.31,Broccoli + Spinach
Temperate,9.59,1182.48,Rye + Vetch
Temperate,24.24,981.08,Broccoli + Spinach
Temperate,5.27,833.55,Apple + Clover
Temperate,5.3,1093.19,Apple + Clover
Temperate,20.35,643.88,Broccoli + Spinach
Temperate,19.74,949.31,Barley + Peas
Temperate,5.24,1139.13,Apple + Clover
Temperate,16.18,816.48,Broccoli + Spinach
Temperate,10.94,832.59,Apple + Clover
Temperate,20.17,802.09,Broccoli + Spinach
Temperate,24.76,982.58,Rye + Vetch
Temperate,21.27,853.07,Rye + Vetch
Temperate,7.69,532.94,Barley + Peas
Temperate,12.22,1069.07,Broccoli + Spinach
Temperate,16.87,978.64,Barley + Peas
Temperate,21.36,564.57,Rye + Vetch
Temperate,10.11,1027.5,Rye + Vetch
Temperate,7.12,879.8,Broccoli + Spinach
Temperate,20.9,974.59,Apple + Clover
Temperate,17.41,694.46,Barley + Peas
Temperate,5.04,960.09,Broccoli + Spinach
Temperate,23.44,617.41,Apple + Clover
Temperate,7.77,1102.14,Rye + Vetch
Temperate,5.89,534.47,Broccoli + Spinach
Temperate,14.28,1069.35,Rye + Vetch
Temperate,13.25,994.42,Apple + Clover
Temperate,15.51,981.75,Broccoli + Spinach
Temperate,11.59,882.56,Apple + Clover
Temperate,15.41,923.73,Rye + Vetch
Temperate,13.4,851.72,Apple + Clover
Temperate,23.75,521.27,Rye + Vetch
Temperate,21.31,1121.29,Barley + Peas
Temperate,10.06,1145.71,Apple + Clover
Temperate,23.95,626.15,Barley + Peas
Temperate,17.32,1163.17,Rye + Vetch
Temperate,11.97,660.11,Broccoli + Spinach
Temperate,16.75,858.51,Broccoli + Spinach
Temperate,24.79,752.31,Barley + Peas
Temperate,14.56,521.15,Apple + Clover
Temperate,20.69,941.08,Broccoli + Spinach
Temperate,18.13,536.97,Rye + Vetch
Temperate,23.97,503.72,Rye + Vetch
Temperate,10.07,864.61,Broccoli + Spinach
Temperate,20.06,1051.67,Rye + Vetch
Temperate,11.5,878.76,Barley + Peas
Temperate,9.47,602.77,Apple + Clover
Temperate,17.15,1009.05,Apple + Clover
Temperate,13.06,709.5,Apple + Clover
Temperate,21.73,1183.93,Barley + Peas
Temperate,10.98,545.97,Broccoli + Spinach
Temperate,20.39,994.6,Broccoli + Spinach
Temperate,14.01,645.74,Rye + Vetch
Temperate,23.87,1024.96,Apple + Clover
Temperate,22.15,713.48,Apple + Clover
Temperate,14.65,712.66,Broccoli + Spinach
Temperate,14.3,692.96,Barley + Peas
Temperate,21.57,637.14,Rye + Vetch
Temperate,12.2,982.22,Rye + Vetch
Temperate,24.97,824.91,Apple + Clover
Temperate,9.01,782.13,Broccoli + Spinach
Temperate,19.09,1166.84,Barley + Peas
Temperate,6.68,813.53,Barley + Peas
Temperate,8.1,627.65,Broccoli + Spinach
Temperate,15.93,722.2,Barley + Peas
Temperate,21.05,505.19,Apple + Clover
Temperate,13.5,1046.75,Rye + Vetch
Temperate,14.62,588.47,Barley + Peas
Temperate,11.76,1180.22,Apple + Clover
Temperate,8.56,971.12,Broccoli + Spinach
Temperate,17.8,674.7,Barley + Peas
Temperate,7.98,1072.89,Rye + Vetch
Temperate,15.6,997.56,Broccoli + Spinach
Temperate,16.45,786.22,Apple + Clover
Temperate,22.7,717.04,Barley + Peas
Temperate,7.28,1132.62,Rye + Vetch
Temperate,23.12,594.3,Broccoli + Spinach
Temperate,15.05,1189.44,Rye + Vetch
Temperate,13.49,811.92,Barley + Peas
Temperate,13.9,943.84,Barley + Peas
Temperate,21.14,642.56,Apple + Clover
Temperate,8.06,524.5,Rye + Vetch
Temperate,15.42,1118.59,Barley + Peas
Temperate,7.38,1086.23,Apple + Clover
Temperate,6.71,534.23,Barley + Peas
Temperate,17.71,931.53,Rye + Vetch
Temperate,15.71,854.59,Barley + Peas
Temperate,15.6,1168.3,Barley + Peas
Temperate,5.27,922.03,Apple + Clover
